video,track_id,vf_mm_s,vr_mm_s,delta_vf_mm_s,delta_vr_mm_s,radius_um,delta_radius_um,charge_C,delta_charge_C,n,e_calc,delta_e_calc,error_pct,dq_d,dq_V,dq_eta,dq_rho,dq_b,dq_p,dq_vf,dq_vr,dq_g
trial2.mov,5358,0.1854596045322574,0.1066779053337694,0.009272980226612871,0.005333895266688471,1.2795624907501157,0.03322555100530027,1.8022087472087115e-18,1.142589768633192e-19,11,1.6383715883715558e-19,1.03871797148472e-20,2.2703862903592906,2.4029449962783e-20,3.60441763859609e-22,6.147113963976355e-21,5.5529960705457616e-21,1.6169149690867365e-21,1.6358098117906424e-21,1.0639974375726342e-19,3.2905027193288124e-20,1.0030288093311387e-22
trial2.mov,5366,0.2867669107812249,0.0247199431296516,0.014338345539061246,0.0012359971564825801,1.60069400841982,0.04132035974200633,2.4328662854834907e-18,1.8085100894716142e-19,15,1.6219108569889938e-19,1.205673392981076e-20,1.2428749681019853,3.2438217139780136e-20,4.865732765597138e-22,8.249916319906938e-21,7.372658800777854e-21,1.7556282091647006e-21,1.776147187172646e-21,1.7729282559542552e-19,9.653748699841944e-21,1.3317116104261394e-22
trial2.mov,5414,0.0666522911051095,0.0749838274932482,0.003332614555255476,0.0037491913746624103,0.7515428872689134,0.019906210163384345,4.926095632831504e-19,2.975075209095074e-20,3,1.6420318776105012e-19,9.916917363650246e-21,2.4988687647004513,6.5681275104420626e-21,9.852191659754246e-23,1.713547755717764e-21,1.6030577414240922e-21,7.366119270146591e-22,7.45215212196307e-22,2.5793789216117806e-20,1.3039664910436305e-20,2.895577283632531e-23
trial2.mov,5443,0.0823631882941348,0.116694198992168,0.004118159414706741,0.005834709949608401,0.839732908315715,0.02213234910478558,7.815401006780707e-19,4.6087336525735233e-20,5,1.5630802013561414e-19,9.217467305147046e-21,-2.429450601988676,1.0420534675707685e-20,1.56308026387915e-22,2.7053559585808356e-21,2.5094338053716372e-21,1.0515653227251098e-21,1.06384875849726e-21,3.840294367488576e-20,2.2908267126432137e-20,4.532749855497719e-23
trial2.mov,5509,0.2354343548223449,0.0848618197462619,0.011771717741117245,0.004243090987313096,1.446668205155384,0.03743809652623844,2.2494239948105686e-18,1.4996328218816977e-19,14,1.606731424864692e-19,1.0711663013440697e-20,0.2953448729520588,2.999231993080783e-20,4.498848169577035e-22,7.646868620564576e-21,6.865373721275242e-21,1.79137481057789e-21,1.8123102033904793e-21,1.4348918496208716e-19,2.979901552643153e-20,1.240081504056556e-22
trial2.mov,5526,0.0965307492035386,0.099584496375216,0.00482653746017693,0.0049792248187608005,0.9122855077672775,0.023963117163526,8.42404357128839e-19,5.078941611601882e-20,5,1.684808714257678e-19,1.0157883223203764e-20,5.169083286996134,1.1232058095051243e-20,1.6848087816503495e-22,2.906282177735973e-21,2.679897501569375e-21,1.04714464431763e-21,1.0593775564012476e-21,4.4475606397563126e-20,2.1388039823572687e-20,4.840655777858856e-23
trial2.mov,5621,0.1258588236102071,0.0992352992994896,0.006292941180510356,0.004961764964974481,1.0472041980786615,0.02736649128777383,1.121649608626959e-18,6.910085070513095e-20,7,1.6023565837527984e-19,9.871550100732992e-21,0.02225866122337449,1.4955328115026176e-20,2.2432993069866233e-22,3.850118273537636e-21,3.518224291495692e-21,1.2213089791284445e-21,1.2355784580749752e-21,6.252748236782922e-20,2.4724598133090044e-20,6.354912151885523e-23
trial2.mov,5654,0.2048744896600972,0.1826216864605953,0.010243724483004861,0.009131084323029764,1.3468749684730086,0.03492251111851589,2.523736327050976e-18,1.5207424104459618e-19,16,1.57733520440686e-19,9.504640065287261e-21,-1.5396251930798914,3.3649817694013316e-20,5.047472856002193e-22,8.595734336074003e-21,7.744404569057881e-21,2.1543989149294453e-21,2.179575619149683e-21,1.3532937242642996e-19,5.947013320776154e-20,1.3988594337785167e-22
trial2.mov,5657,0.2177438966709521,0.1071197535617306,0.010887194833547605,0.005355987678086531,1.3897489914134842,0.03600330819983641,2.1869901619399653e-18,1.4085694875957205e-19,14,1.562135829957118e-19,1.0061210625683718e-20,-2.4884001275207166,2.915986882586664e-20,4.37398049884009e-22,7.442463615780145e-21,6.694869476609459e-21,1.8109682414491957e-21,1.832132028100641e-21,1.3260183569538251e-19,3.60566420744738e-20,1.2092835895426459e-22
trial2.mov,5694,0.1796758221070931,0.2745752789536956,0.008983791105354657,0.01372876394768478,1.2588357992967916,0.03270299957525625,2.754204609744799e-18,1.590268722148713e-19,17,1.620120358673411e-19,9.35452189499243e-21,1.1311085314239075,3.6722728129930754e-20,5.508409439827516e-22,9.398712723939042e-21,8.497702701722759e-21,2.510449949221748e-21,2.5397860363213563e-21,1.2976315565719973e-19,8.323991920440424e-20,1.5349264609417829e-22
trial2.mov,5695,0.1264717726730811,0.1600535948462246,0.006323588633654055,0.008002679742311232,1.0498458678739204,0.027433116693239105,1.4316231077966524e-18,8.430009167276372e-20,9,1.5906923419962805e-19,9.366676852529302e-21,-0.7058463173357965,1.9088308103955493e-20,2.8632463301251133e-22,4.9136907304548654e-21,4.489410874710708e-21,1.5550470293667708e-21,1.5732158654674903e-21,7.137248542826729e-20,3.998536444636776e-20,8.109150915618354e-23
trial2.mov,5736,0.1138331351121677,0.0867192643094297,0.005691656755608385,0.004335963215471485,0.9940126569370906,0.026024862460030725,9.449688790532672e-19,5.856322758693612e-20,6,1.5749481317554454e-19,9.76053793115602e-21,-1.6886309765639558,1.259958505404361e-20,1.8899378337045014e-22,3.2496350849654185e-21,2.9793403281967293e-21,1.0818364099139888e-21,1.094475698184675e-21,5.321334912446006e-20,2.043032300365015e-20,5.381534635412752e-23
trial2.mov,5758,0.1583917930663756,0.12775022461818,0.007919589653318782,0.0063875112309090005,1.1795342011176781,0.030703548644777107,1.6190608503351294e-18,9.904612203887477e-20,10,1.6190608503351293e-19,9.904612203887477e-21,1.0649719310317949,2.1587478004468407e-20,3.2381218301960506e-22,5.535885661607959e-21,5.023124434588712e-21,1.5716966580052795e-21,1.5900618995207479e-21,8.931335450333785e-20,3.614208583809447e-20,9.073189327457634e-23
trial2.mov,5948,0.2190892377278554,0.2395828867070823,0.01095446188639277,0.011979144335354115,1.3941569811121917,0.03611442511819277,3.098124980538383e-18,1.8284481074231112e-19,19,1.6305920950202017e-19,9.623411091700585e-21,1.7847749700500428,4.130833307384544e-20,6.196250208927495e-22,1.0542220806340832e-20,9.481778530375176e-21,2.557563813692708e-21,2.587452717799549e-21,1.5800037335469216e-19,8.091376025206841e-20,1.7126785249831361e-22
trial3.mov,2,0.2031874929352862,0.167574522106961,0.010159374646764311,0.008378726105348051,1.3411561629483406,0.03477834398592252,2.4039138997045416e-18,1.4606357753093853e-19,15,1.6026092664696944e-19,9.737571835395902e-21,0.03803161483735526,3.2052185329394086e-20,4.807827991721239e-22,8.188584894036796e-21,7.379171002721666e-21,2.060606068229917e-21,2.0846866169586508e-21,1.3124651679451987e-19,5.432524187831989e-20,1.3328878771509437e-22
trial3.mov,20,0.2728012603926784,0.1446693703037876,0.013640063019633919,0.007233468515189381,1.5602576625577909,0.04030119264045221,3.1743230703411493e-18,2.0196361212144116e-19,20,1.5871615351705746e-19,1.0098180606072057e-20,-0.9262462440340445,4.2324307604548906e-20,6.348646394628881e-22,1.077075962522278e-20,9.636336518847633e-21,2.348551092682908e-21,2.375999442219536e-21,1.890829556775741e-19,5.500115289079276e-20,1.7405961057492913e-22
trial3.mov,95,0.1490104222642302,0.3526755894359053,0.007450521113211511,0.017633779471795268,1.1428941754413993,0.02977965264462852,2.7448334802048622e-18,1.5614363192140784e-19,17,1.6146079295322719e-19,9.184919524788697e-21,0.7870118309782694,3.659777973606483e-20,5.489667179998893e-22,9.394451042025068e-21,8.539687435341498e-21,2.74703720284165e-21,2.779135421084709e-21,1.164328420935665e-19,9.64782496380687e-20,1.5425100763556965e-22
trial3.mov,212,0.2318808462209782,0.0882171913133759,0.011594042311048913,0.004410859565668794,1.4354109554033359,0.037154335842257684,2.2296130735228158e-18,1.477836456806268e-19,14,1.5925807668020113e-19,1.0555974691473343e-20,-0.5879671159793204,2.972817431363755e-20,4.4592263254153645e-22,7.581053199309091e-21,6.808826748682298e-21,1.7891413720654255e-21,1.81005055147175e-21,1.4107369904797475e-19,3.0723431573781034e-20,1.2298675136790942e-22
trial3.mov,244,0.2541307330202046,0.0999858621718881,0.012706536651010233,0.004999293108594405,1.5045464673074158,0.038896987265036764,2.5917225306935987e-18,1.7090332207302012e-19,16,1.6198265816834992e-19,1.0681457629563758e-20,1.1127703922284158,3.455630040924835e-20,5.183445268727305e-22,8.801762492971771e-21,7.887726046420211e-21,1.9866519677075605e-21,2.009870129551839e-21,1.6287138586575203e-19,3.658902396273433e-20,1.424747378863754e-22
trial3.mov,481,0.1801266240874199,0.2948529507767687,0.009006331204370995,0.014742647538838437,1.2604631539004363,0.03274402816404683,2.883832865345468e-18,1.658490578451542e-19,18,1.6021293696363712e-19,9.21383654695301e-21,0.00807550788833988,3.845110487127319e-20,5.767665961398945e-22,9.840696850746573e-21,8.896701034400641e-21,2.6253175744197613e-21,2.6559959882583624e-21,1.3351075141387048e-19,8.950980998891005e-20,1.6069968924878705e-22
trial3.mov,482,0.1332256572787458,0.0190449261279825,0.006661282863937291,0.0009522463063991251,1.0785407024546894,0.028156802905903052,7.831056472262213e-19,5.725840715892038e-20,5,1.5662112944524426e-19,1.1451681431784077e-20,-2.2340015947289236,1.0441408629683052e-20,1.5662113571010787e-22,2.6853492302500496e-21,2.4494234339867516e-21,8.288066167344666e-22,8.384904542591066e-22,5.595437174880729e-20,4.897265403519193e-21,4.4243543141055e-23
trial3.mov,598,0.1830162330816116,0.2639530844486451,0.009150811654080581,0.013197654222432256,1.2708464214641566,0.033005807316484864,2.7374734020360227e-18,1.5858992804897488e-19,17,1.6102784717858958e-19,9.328819296998523e-21,0.5167585384454342,3.6499645360480655e-20,5.474947023069814e-22,9.339033371610862e-21,8.439470913972218e-21,2.4723453307063826e-21,2.5012363555514702e-21,1.3082059398205744e-19,8.082932314639496e-20,1.524408147923869e-22
trial3.mov,735,0.2704765400734356,0.1198694143083373,0.01352382700367178,0.005993470715416865,1.5534270425583723,0.040129029330348114,2.9544405920039508e-18,1.9200222587358973e-19,18,1.6413558844466393e-19,1.066679032631054e-20,2.4566719379924664,3.9392541226719434e-20,5.90888142036577e-22,1.0025738089070553e-20,8.971545582520654e-21,2.1952366341891708e-21,2.2208930718181223e-21,1.8183544467105147e-19,4.5363229642431683e-20,1.6205159779682426e-22
trial3.mov,985,0.0502161138140059,0.8974921437809399,0.0025108056907002948,0.044874607189047,0.6472825477788272,0.017272876481019356,2.7950903782711224e-18,1.6483158738817602e-19,17,1.644170810747719e-19,9.695975728716236e-21,2.6323851902446394,3.726787171028196e-20,5.590180980151158e-22,9.794396197919716e-21,9.279084587231104e-21,4.81318290633967e-21,4.8693872355257615e-21,8.963790820026476e-20,1.3234936150193397e-19,1.676065961464639e-22
trial3.mov,1023,0.1783413130591222,0.3049527123388813,0.008917065652956111,0.015247635616944068,1.2540063493151243,0.03258123978515222,2.9183761695817962e-18,1.6748109357170582e-19,18,1.6213200942121091e-19,9.304505198428101e-21,1.2059983902689857,3.8911682261090966e-20,5.836752572633501e-22,9.96006971388231e-21,9.007100862532532e-21,2.6700162325044786e-21,2.7012168520953458e-21,1.3365341243254518e-19,9.20730116419522e-20,1.6269382360186827e-22
trial3.mov,1031,0.1495039868201252,0.1529389010194928,0.007475199341006261,0.007646945050974642,1.1448500753853799,0.029828973044588394,1.657750054733639e-18,9.909589665853708e-20,10,1.657750054733639e-19,9.909589665853708e-21,3.4800283853707272,2.2103334063115315e-20,3.3155002420870403e-22,5.673496103480811e-21,5.1567769164227e-21,1.6563433301310373e-21,1.6756971806043242e-21,8.666122736844839e-20,4.191443768887915e-20,9.314603628460007e-23
trial3.mov,1034,0.1500038949880655,0.1740356013785916,0.007500194749403275,0.00870178006892958,1.1468278293686371,0.029878844351601822,1.779396285156114e-18,1.0516681382481919e-19,11,1.6176329865055582e-19,9.560619438619926e-21,0.9758418542795417,2.3725283802081692e-20,3.5587927126655553e-22,6.089484197536838e-21,5.534326298591437e-21,1.7749247853304695e-21,1.795664253281342e-21,9.021991739961392e-20,4.778403652182704e-20,9.996565038645863e-23
trial3.mov,1035,0.1646100242663044,0.2326702790018063,0.00823050121331522,0.011633513950090317,1.2032254988337332,0.03130090738985023,2.29596061163077e-18,1.334359645917895e-19,14,1.63997186545055e-19,9.531140327984964e-21,2.3702787422315805,3.061280815507687e-20,4.5919214069393475e-22,7.845537637246547e-21,7.110921327523582e-21,2.1863375361728377e-21,2.211885260126054e-21,1.1057036553439274e-19,6.723235354116906e-20,1.2844343497863714e-22
trial3.mov,1037,0.1616199893424644,0.2857208980296414,0.008080999467123222,0.014286044901482072,1.1918903934613763,0.031015103707215507,2.559381797980808e-18,1.4688672516609807e-19,16,1.599613623738005e-19,9.18042032288113e-21,-0.14896231348283429,3.412509063974419e-20,5.118763800714174e-22,8.748210133843856e-21,7.933258370124005e-21,2.45959842343466e-21,2.4883390248794145e-21,1.1652713467243596e-19,8.173508015504857e-20,1.4329717731527297e-22
trial3.mov,1051,0.1441902551885766,0.2457905601856221,0.007209512759428829,0.012289528009281105,1.1236200436875048,0.02929362285368787,2.095310375003104e-18,1.2071738691109745e-19,13,1.611777211540849e-19,9.28595283931519e-21,0.6103128302652373,2.793747166670825e-20,4.190620917629887e-22,7.175322990391594e-21,6.52894241305591e-21,2.1317132491323555e-21,2.1566212463886015e-21,9.658543746987962e-20,6.602985205061852e-20,1.1793124175873673e-22
trial3.mov,1164,0.2107562956807175,0.0870412639442739,0.010537814784035876,0.004352063197213695,1.3666321188703383,0.035420568490866534,1.9696000454475466e-18,1.2952943177973352e-19,12,1.6413333712062888e-19,1.0794119314977794e-20,2.455266617121647,2.6261333939300878e-20,3.9392002484641464e-22,6.705701245970749e-21,6.0371390993188416e-21,1.6577498841974704e-21,1.6771228604449003e-21,1.2317691466562765e-19,2.878406351555381e-20,1.0904787992317796e-22
trial3.mov,1414,0.0540032389131548,0.9210236150063909,0.00270016194565774,0.04605118075031955,0.6726583532458196,0.01791399068454945,3.0009792045882942e-18,1.7660872109845769e-19,19,1.579462739256997e-19,9.295195847287247e-21,-1.4068202710988167,4.0013056061177716e-20,6.001958649254485e-22,1.049506736989689e-20,9.909404409424307e-21,4.98383720319839e-21,5.042037490373086e-21,9.612938160416142e-20,1.417382867178438e-19,1.7899196323421579e-22
trial3.mov,1442,0.1120670921536584,0.1917844320623798,0.00560335460768292,0.009589221603118992,0.9859690665696853,0.025821966712238742,1.419239803971475e-18,8.215938642248302e-20,9,1.576933115523861e-19,9.128820713609225e-21,-1.5647243742908152,1.8923197386286432e-20,2.8384797214818457e-22,4.8820358470576784e-21,4.478325639776694e-21,1.6375325197829246e-21,1.656663952938122e-21,6.585257271500013e-20,4.478965515596147e-20,8.089127742178433e-23
trial3.mov,1513,0.099951974271172,0.2252055022297137,0.004997598713558601,0.011260275111485687,0.9289921605429337,0.024384620285568943,1.4243644068434874e-18,8.175660806149031e-20,9,1.582627118714986e-19,9.084067562387812e-21,-1.209293463484019,1.8991525424579896e-20,2.8487289276356743e-22,4.910585428385128e-21,4.522432104259471e-21,1.740034012468896e-21,1.7603617562838527e-21,6.196470537054221e-20,4.9326053494642864e-20,8.168796443789752e-23
trial3.mov,1614,0.1124964240119551,0.2193234108402652,0.005624821200597756,0.01096617054201326,0.9879302825764263,0.025871437852228212,1.5531918984143377e-18,8.93721900896024e-20,10,1.5531918984143378e-19,8.93721900896024e-21,-3.0466979766330953,2.0709225312191334e-20,3.106383921085434e-22,5.342430542580453e-21,4.900014925553364e-21,1.7886701012488354e-21,1.809567328522955e-21,6.97462443631804e-20,5.1330768849519213e-20,8.850818335889211e-23
trial3.mov,1619,0.1110954024132056,0.3624624846948112,0.005554770120660281,0.01812312423474056,0.981516425989704,0.025709649102211195,2.2011634943685835e-18,1.2535700574320145e-19,14,1.5722596388347026e-19,8.954071838800104e-21,-1.8564520078213125,2.934884659158127e-20,4.402327164832052e-22,7.573022380614768e-21,6.94883908203493e-21,2.5507888488344916e-21,2.580589801338903e-21,8.739469135840748e-20,8.423882392295236e-20,1.2551576519295976e-22
trial3.mov,1647,0.1931794114233868,0.303849745165957,0.00965897057116934,0.01519248725829785,1.3067303300824658,0.033910473247194844,3.135173210279703e-18,1.8049841938201496e-19,20,1.5675866051398515e-19,9.024920969100748e-21,-2.148151988773313,4.1802309470396226e-20,6.27034667137409e-22,1.0687279044691737e-20,9.643742519939383e-21,2.756106689999649e-21,2.7883143408534544e-21,1.4637467178933547e-19,9.583155921189775e-20,1.7419338097903426e-22
trial3.mov,1682,0.089075563541516,0.2542270076680286,0.0044537781770758,0.01271135038340143,0.874824415919013,0.023017899063728125,1.4091712094154597e-18,8.069835217329459e-20,9,1.5657457882393997e-19,8.96648357481051e-21,-2.26305941077405,1.8788949458873014e-20,2.8183425315659547e-22,4.869725570328617e-21,4.503659016080051e-21,1.8233523948988012e-21,1.8446521274967574e-21,5.818898876178131e-20,5.217691475473422e-20,8.134886807506035e-23
trial3.mov,1725,0.1022008578163016,0.1874734915722812,0.00511004289081508,0.00937367457861406,0.939818910968364,0.024657763482390873,1.2849038654997025e-18,7.427902252873376e-20,8,1.6061298318746281e-19,9.28487781609172e-21,0.2577922518494477,1.7132051539996195e-20,2.569807833791732e-22,4.42782624264005e-21,4.0746234239142724e-21,1.552329820990711e-21,1.570464949772537e-21,5.877010679594509e-20,4.157865798411012e-20,7.35992683768346e-23
trial3.mov,1805,0.1417301010913814,0.145919847238238,0.0070865050545690705,0.0072959923619119,1.113658703110263,0.0290424241871699,1.5308799926154635e-18,9.155155012695007e-20,10,1.5308799926154635e-19,9.155155012695007e-21,-4.439451147599032,2.0411733234872998e-20,3.0617601077032807e-22,5.243969297443409e-21,4.7740773927444215e-21,1.570919468615989e-21,1.5892747300972043e-21,8.001209688518782e-20,3.88294480773807e-20,8.623339567113017e-23
trial3.mov,1985,0.0899872759546987,0.3104561020436995,0.0044993637977349355,0.015522805102184978,0.8794874939251969,0.023135564788725842,1.6532236654687097e-18,9.452819123803197e-20,10,1.6532236654687096e-19,9.452819123803197e-21,3.197482238995608,2.2042982206249715e-20,3.3064474631954143e-22,5.71188072377749e-21,5.280505559185102e-21,2.1282934038339666e-21,2.15315549024276e-21,6.536760372815275e-20,6.408563647041572e-20,9.538092229076623e-23
trial3.mov,2007,0.1254951154000639,0.2589804309361887,0.006274755770003195,0.012949021546809436,1.045633661745182,0.02732688069264698,1.9127718239802438e-18,1.0958896651699311e-19,12,1.5939765199835366e-19,9.132413876416093e-21,-0.5008414492174422,2.5503624319736643e-20,3.8255438009846535e-22,6.5660253086131055e-21,6.000570296056584e-21,2.0857346634830045e-21,2.1101038492419068e-21,8.438652638836328e-20,6.442158363223491e-20,1.083873395314316e-22
trial3.mov,2038,0.1505027565364663,0.1816717132102361,0.007525137826823316,0.009083585660511807,1.1487981639821738,0.029928528402496615,1.8274082957694796e-18,1.0764222318849937e-19,11,1.661280268881345e-19,9.785656653499943e-21,3.700391315939138,2.4365443943593313e-20,3.654816737730773e-22,6.2534503472046055e-21,5.68278108488721e-21,1.819796155534396e-21,1.8410599631396018e-21,9.17481798232401e-20,4.9971991538090636e-20,1.026471654624146e-22
trial3.mov,2053,0.1134999824093358,0.25746530366851,0.00567499912046679,0.012873265183425502,0.9925000784407838,0.025986708713314828,1.7450654659045865e-18,9.988280545024878e-20,11,1.5864231508223515e-19,9.080255040931708e-21,-0.9723376515386066,2.3267539545394744e-20,3.490131071414442e-22,6.001402447964635e-21,5.5027668986808474e-21,2.0007429184627616e-21,2.0241179210900668e-21,7.545508351372868e-20,6.0557392694457e-20,9.939559561924425e-23
trial3.mov,2133,0.1485565614335153,0.2469152884336626,0.007427828071675765,0.01234576442168313,1.1410927560947146,0.029734227513230297,2.16007673648901e-18,1.245444154182124e-19,13,1.6615974896069308e-19,9.5803396475548e-21,3.7201928593589755,2.880102315318706e-20,4.320153645783606e-22,7.393438703411049e-21,6.721353727200209e-21,2.1651069113739492e-21,2.1904054331389522e-21,1.0012539727843199e-19,6.743286160673135e-20,1.2140673680489097e-22
trial3.mov,2280,0.149043457405107,0.2090591283398854,0.00745217287025535,0.010452956416994272,1.1430251881887408,0.029782956295881253,1.9594967183498415e-18,1.1414811090596603e-19,12,1.6329139319582012e-19,9.512342575497168e-21,1.9297086116230462,2.6126622911331384e-20,3.918993593459909e-22,6.7065374795676134e-21,6.096295925158856e-21,1.9608528325495217e-21,1.9837647495252337e-21,9.479219776672378e-20,5.719739150596371e-20,1.1011641777707208e-22
trial3.mov,2298,0.0860204455533094,0.1540958581707832,0.00430102227766547,0.00770479290853916,0.8590223850606225,0.022619143096708996,9.663089515877361e-19,5.614408179757514e-20,6,1.6105149193128936e-19,9.357346966262524e-21,0.5315180594814984,1.288411935450325e-20,1.9326179804811119e-22,3.3417936156906875e-21,3.0946406651749457e-21,1.2722903408465025e-21,1.2871524685060862e-21,4.472899049961719e-20,3.1006684020115837e-20,5.589799609991872e-23
trial3.mov,2391,0.1299229806556943,0.2001332347482309,0.006496149032784716,0.010006661737411545,1.064601910811982,0.027805270910733596,1.6739645696335534e-18,9.718376811266554e-20,10,1.6739645696335533e-19,9.718376811266555e-21,4.492170389110697,2.2319527595114228e-20,3.347929273183986e-22,5.742722249836189e-21,5.242344402813467e-21,1.7940016896356773e-21,1.814962689849793e-21,7.939603092741039e-20,5.075134606459346e-20,9.469162703088197e-23
trial3.mov,2420,0.1095021556632309,0.1895069439629997,0.005475107783161546,0.009475347198149985,0.9741732967236808,0.0255244161148135,1.3786467350179052e-18,7.980293746798303e-20,9,1.5318297055754502e-19,8.866993051998114e-21,-4.380168191295242,1.8381956466905522e-20,2.757293580326975e-22,4.74449097475226e-21,4.355585284119557e-21,1.6091886549957852e-21,1.627988720728457e-21,6.383693348395138e-20,4.368815696318222e-20,7.867423789108455e-23
trial3.mov,2504,0.136439041088716,0.131799545590212,0.0068219520544358,0.006589977279510602,1.0919379720531712,0.028494668394850774,1.3978452588024028e-18,8.417314020920854e-20,9,1.5531613986693365e-19,9.352571134356503e-21,-3.048601830877869,1.863793678403218e-20,2.7956906294339204e-22,4.791375051492085e-21,4.367163787802889e-21,1.4619187749355616e-21,1.4790001307169078e-21,7.424253639277303e-20,3.4341697851270104e-20,7.888338012516444e-23
trial3.mov,2590,0.1329573698802181,0.2483105797430236,0.006647868494010906,0.012415528987151182,1.077414893924658,0.028128410743145683,1.958616485297208e-18,1.1252886957985236e-19,12,1.6321804044143398e-19,9.37740579832103e-21,1.8839203754269576,2.611488647062965e-20,3.9172331272849106e-22,6.716531981971631e-21,6.126828444948901e-21,2.0750062758889024e-21,2.0992507791106467e-21,8.843837480184472e-20,6.377997356439009e-20,1.1066792079086703e-22
trial3.mov,2620,0.1780824683514276,0.2590477207893225,0.008904123417571382,0.012952386039466125,1.2530675292993212,0.03255757022388355,2.6375193870738054e-18,1.5278463405258368e-19,16,1.6484496169211284e-19,9.54903962828648e-21,2.8994767116809252,3.516692516098446e-20,5.275038985149405e-22,9.00173704977109e-21,8.140787903175601e-21,2.4148123049902267e-21,2.4430307087111466e-21,1.258548642764944e-19,7.81510180184699e-20,1.470457510344367e-22
trial3.mov,2812,0.1324427295246958,0.4385838183393772,0.006622136476234791,0.021929190916968863,1.0752521403007005,0.028073867311107104,2.9271280523664668e-18,1.6616770823036618e-19,18,1.6261822513147038e-19,9.231539346131454e-21,1.5095038273847565,3.9028374031553214e-20,5.854256338902297e-22,1.0038453474281142e-20,9.158207764174784e-21,3.1070824079874376e-21,3.1433856873825974e-21,1.1509890330432662e-19,1.124107979547726e-19,1.6542323980574053e-22
trial3.mov,2891,0.2268726824995365,0.2221908048264075,0.011343634124976826,0.011109540241320374,1.4193980920978637,0.03675069584500139,3.0911550364926094e-18,1.8421579116956944e-19,19,1.626923703417163e-19,9.695567956293128e-21,1.5557867301599824,4.121540048656842e-20,6.18231032027667e-22,1.0513514804586522e-20,9.447686100987587e-21,2.507689011254876e-21,2.5369954228378105e-21,1.6178897621936985e-19,7.647317637550203e-20,1.7065204669269135e-22
trial3.mov,3008,0.0794887604266477,0.1862683048407459,0.003974438021332385,0.009313415242037297,0.8242703714497164,0.02174210399036852,1.0225175255040428e-18,5.893093666787517e-20,6,1.7041958758400713e-19,9.821822777979195e-21,6.3792681548109424,1.3633567006720707e-20,2.0450351328104397e-22,3.542297937416386e-21,3.2902994219836182e-21,1.4004024852995079e-21,1.416760371036027e-21,4.4446824547674314e-20,3.5833968506906294e-20,5.943214810643133e-23
trial3.mov,3145,0.123688939831774,0.2051761283816162,0.006184446991588701,0.010258806419080812,1.0378004894373545,0.027129317663574272,1.6229722326964225e-18,9.391692602251247e-20,10,1.6229722326964225e-19,9.391692602251247e-21,1.3091281333597102,2.1639629769285724e-20,3.245944595230803e-22,5.5726758518874305e-21,5.0951563306817134e-21,1.7825862825152097e-21,1.803413414714757e-21,7.56661677839043e-20,5.062793092993534e-20,9.203299206833952e-23
trial3.mov,3155,0.1196549027703615,0.1891272499484764,0.005982745138518076,0.00945636249742382,1.0200964531270946,0.026682785085537203,1.4959876305944995e-18,8.686264040236344e-20,9,1.6622084784383328e-19,9.651404489151492e-21,3.758331987411538,1.994650174126014e-20,2.991975380869067e-22,5.139759934736596e-21,4.7044342001692305e-21,1.6705418154472839e-21,1.6900595412348454e-21,7.06684061846012e-20,4.5814180651317993e-20,8.497544059884582e-23
trial3.mov,3167,0.1185165247490356,0.0858211983641983,0.00592582623745178,0.004291059918209915,1.0150467729945079,0.02655541820208228,9.847146605201827e-19,6.131938942848324e-20,6,1.6411911008669712e-19,1.021989823808054e-20,2.4463858219083163,1.3129528806935843e-20,1.9694293998187449e-22,3.3837758561603727e-21,3.09815497254886e-21,1.1048733842245742e-21,1.1177820785672958e-21,5.600453065815343e-20,2.067885237367699e-20,5.596147642808181e-23
trial3.mov,3191,0.1072309491749862,0.2207349174963955,0.00536154745874931,0.011036745874819776,0.9636126750947558,0.025258014153992286,1.494509244360477e-18,8.590427871227368e-20,9,1.6605658270671968e-19,9.544919856919298e-21,3.655794448639002,1.9926789924806453e-20,2.989018608282044e-22,5.1452961511459585e-21,4.726938531143668e-21,1.7627735188358947e-21,1.7833676841386224e-21,6.63162089552279e-20,5.0293400666914006e-20,8.538193180601374e-23
trial3.mov,3210,0.1666431036198055,0.3388409773602726,0.008332155180990276,0.01694204886801363,1.2108741807682482,0.03149375874499009,2.9410322850385333e-18,1.6772830678136162e-19,18,1.6339068250214073e-19,9.318239265631201e-21,1.9916869551440286,3.921376380051408e-20,5.8820648053601925e-22,1.0047879418684446e-20,9.103850259845642e-21,2.783491119849664e-21,2.8160168515237686e-21,1.2914537031716908e-19,9.857306010293979e-20,1.6444139177318436e-22
trial3.mov,3261,0.131786921112663,0.2755292224622963,0.006589346055633151,0.013776461123114815,1.0724900439404315,0.02800420843622197,2.0821965225644877e-18,1.1913139048736009e-19,13,1.6016896327419136e-19,9.163953114412314e-21,-0.01937373645982122,2.7762620300860075e-20,4.164393211703145e-22,7.14141917392728e-21,6.5162274561066596e-21,2.2156912952976594e-21,2.241579463714696e-21,9.142341822173763e-20,7.042514738558457e-20,1.1770157266710153e-22
